ZdcId;ZdCXEpsg2154;ZdCYEpsg2154;liftReason;liftStatus;liftMode;liftId;LiftPrivateId;liftSituation;liftDirection;liftStateUpdate;LiftState;ZdcName;ZdcCentroid
69852;656663;6851805;;available;RapidTransit;30;4513;Passerelle <> Voies 2B/2T;Versailles RG/BD Victor/Pontoise/Argenteuil/Invalides;2024-04-16T16:10:00+02:00;1;Choisy-le-Roi;48.764891736689336,2.4103985841267215
71212;647209;6861711;;available;RapidTransit;11;4501;Hall <> Voie 2;Pontoise / Argenteuil;2024-04-16T16:09:00+02:00;1;Avenue du Président Kennedy Maison de Radio France;48.85327443484365,2.2805551505495507
71229;646791;6862070;;available;RapidTransit;19;4509;Hall <> Voie 2;Pontoise / Argenteuil;2024-04-16T16:09:00+02:00;1;Boulainvilliers;48.85646848002983,2.274813962259662
71271;648725;6862682;;available;RapidTransit;956;PMR 4548;Quai A Quai Branly;Champ de Mars;2024-04-16T16:11:00+02:00;1;Pont de l'Alma;48.86212892461733,2.301097242297535
71271;648725;6862682;;available;RapidTransit;957;PMR 4549;Quai B;Invalides;2024-04-16T16:11:00+02:00;1;Pont de l'Alma;48.86212892461733,2.301097242297535
71274;649654;6862627;liftFailure;notavailable;RapidTransit;897;PMR 4538;Accès Quai d'Orsay;;2024-04-16T16:11:00+02:00;2;Invalides;48.861707596021866,2.3137658278642177
71545;649689;6866263;;available;RapidTransit;995;EQ11-A005-000000264;CR224;;2024-04-16T16:08:00+02:00;1;Porte de Clichy;48.894407769881894,2.313812198503361
71545;649689;6866263;;available;RapidTransit;996;EQ11-A005-000000265;CR224;;2024-04-16T16:08:00+02:00;1;Porte de Clichy;48.894407769881894,2.313812198503361
71545;649689;6866263;;available;RapidTransit;1002;EQ11-A005-000000260;SA210;;2024-04-16T16:08:00+02:00;1;Porte de Clichy;48.894407769881894,2.313812198503361
71572;654245;6859039;;available;RapidTransit;245;BIB ASC_00003;Salle d échange - Quai 1;Olympiades;2024-04-16T16:08:00+02:00;1;Bibliothèque François Mitterrand;48.82978311101585,2.3767261048261776
71572;654245;6859039;;available;RapidTransit;246;BIB ASC_00004;Salle d échange - Quai 2;Saint-Lazare;2024-04-16T16:08:00+02:00;1;Bibliothèque François Mitterrand;48.82978311101585,2.3767261048261776
71572;654245;6859039;;available;RapidTransit;339;BIB ASC_00002;Surface - Salle d'échange Accès Supérieur;;2024-04-16T16:08:00+02:00;1;Bibliothèque François Mitterrand;48.82978311101585,2.3767261048261776
72126;650208;6867338;;available;RapidTransit;1007;EQ11-A005-000000272;SA200;;2024-04-16T16:08:00+02:00;1;Saint-Ouen;48.9041150870922,2.3207643299091036
60309;661142;6834947;;available;RapidTransit;880;PMR 5041;Quai 13/14;PARIS;2024-04-16T16:11:00+02:00;1;Corbeil-Essonnes;48.613550738712455,2.4728647066974614
60309;661142;6834947;;available;RapidTransit;883;PMR 5042;Quai 15/16;PARIS;2024-04-16T16:11:00+02:00;1;Corbeil-Essonnes;48.613550738712455,2.4728647066974614
60422;659572;6836071;;available;RapidTransit;1089;681395 - ASC.PMR 5019;Voie 2 - Quai 2;Paris;2024-04-16T16:09:00+02:00;1;Le Bras de Fer;48.623564757581164,2.4514613345046317
62176;670057;6829500;;available;RapidTransit;1026;682161 - ASC.PMR 5053;Quai 2;Paris;2024-04-16T16:09:00+02:00;1;Cesson;48.56502807555105,2.594180076728953
62596;665585;6842477;;available;RapidTransit;563;PMR 5015;Quai 2;Province;2024-04-16T16:11:00+02:00;1;Boussy-Saint-Antoine;48.681532232112446,2.532530803867811
62596;665585;6842477;;available;RapidTransit;826;PMR 5014;Parvis, côté rue Marcel Pagnol / Passage souterrain;PARIS / PROVINCE;2024-04-16T16:11:00+02:00;1;Boussy-Saint-Antoine;48.681532232112446,2.532530803867811
63044;661970;6845291;;available;RapidTransit;533;5020;Voie 1B;Melun;2024-04-16T16:11:00+02:00;1;Yerres;48.7066395760691,2.4831783425943286
462934;677223;6852287;;available;RapidTransit;117;1022;Souterrain <> Quai;Paris;2024-04-16T16:09:00+02:00;1;Ozoir-la-Ferrière;48.77027998171709,2.6900882045624757
478733;652967;6864723;;available;RapidTransit;87;1012;Accès rue de l'acqueduc Terasse médiane;;2024-04-16T16:11:00+02:00;1;Magenta;48.880806898984474,2.3586891338578906
478733;652967;6864723;;available;RapidTransit;88;1013;Terasse médiane Quai 52/54;Haussmann - Saint-Lazare;2024-04-16T16:11:00+02:00;1;Magenta;48.880806898984474,2.3586891338578906
71609;662868;6860034;;available;RapidTransit;108;1028;Souterrain <> Quai;Paris;2024-04-16T16:09:00+02:00;1;Nogent - Le Perreux;48.83928578877602,2.494098052482453
72041;660469;6866448;;available;RapidTransit;115;1020;Souterrain <> Quai 3;Province;2024-04-16T16:09:00+02:00;1;Noisy-le-Sec;48.89682360062214,2.460817354843202
73098;664102;6858424;liftFailure;notavailable;RapidTransit;418;1057;Quai B;Paris;2024-04-16T16:10:00+02:00;2;Les Boullereaux Champigny;48.82487660224706,2.5110459758140857
73688;650758;6864095;;available;RapidTransit;64;1008;Terrase <> Quais 32 - 34;Chelles / Villiers;2024-04-16T16:11:00+02:00;1;Haussmann Saint-Lazare;48.87499434686468,2.3286428934817898
68407;669449;6863938;;available;LocalTrain;344;1043;Souterrain <> Voies A/B;Meaux;2024-04-16T16:10:00+02:00;1;Chelles - Gournay;48.87474035757338,2.583477946662283
68407;669449;6863938;;available;LocalTrain;345;1044;Souterrain <> Voies C/D;Paris;2024-04-16T16:10:00+02:00;1;Chelles - Gournay;48.87474035757338,2.583477946662283
68407;669449;6863938;liftFailure;notavailable;LocalTrain;346;1049;Hall Plateforme PMR;Hall;2024-04-16T16:10:00+02:00;2;Chelles - Gournay;48.87474035757338,2.583477946662283
68419;673513;6864019;;available;LocalTrain;179;1035;Accés passerelle;Toutes directions;2024-04-16T16:09:00+02:00;1;Vaires - Torcy;48.875648751790365,2.638879272863588
68419;673513;6864019;;available;LocalTrain;180;1036;Quai Paris;Dir Paris;2024-04-16T16:09:00+02:00;1;Vaires - Torcy;48.875648751790365,2.638879272863588
68419;673513;6864019;;available;LocalTrain;181;1037;Quai Meaux;Dir Meaux;2024-04-16T16:09:00+02:00;1;Vaires - Torcy;48.875648751790365,2.638879272863588
68494;678551;6864739;;available;LocalTrain;450;1131;Quai 1 / voies C / D;Paris;2024-04-16T16:10:00+02:00;1;Lagny - Thorigny;48.882311183744406,2.7075297275335113
478505;654683;6843436;;available;LocalTrain;76;4553;Voies 44/45;Versailles Chantiers / Dourdan / Etampes;2024-04-16T16:11:00+02:00;1;Juvisy;48.68948528457435,2.384349407675193
478505;654683;6843436;;available;LocalTrain;78;4555;Voies 48/49;Versailles RG;2024-04-16T16:11:00+02:00;1;Juvisy;48.68948528457435,2.384349407675193
61579;679762;6812898;;available;LocalTrain;585;PMR 5203;Voie 1 (côté Parking);Paris;2024-04-16T16:11:00+02:00;1;Fontainebleau - Avon;48.41605368655525,2.7264908035650923
63955;613012;6856492;;available;LocalTrain;99;4051;Hall <> Quai B;Paris;2024-04-16T16:11:00+02:00;1;Montfort-l'Amaury - Méré;48.80263340839057,1.8156354836934852
71139;650043;6860284;;available;LocalTrain;130;4001;Guichet IDF <> Quais;Toutes Directions + TGV;2021-01-23T16:41:00+01:00;1;Gare Montparnasse;48.840667473222,2.319343055793772
71139;650043;6860284;;available;LocalTrain;953;PMR  4005;Panoramique 2;Province;2024-04-16T16:11:00+02:00;1;Gare Montparnasse;48.840667473222,2.319343055793772
73718;640425;6856405;;available;LocalTrain;525;4020;Quai Central;PARIS / PROVINCE;2024-04-16T16:11:00+02:00;1;Chaville Rive Gauche;48.80496621901271,2.188850564632562
65749;652659;6876318;;available;LocalTrain;416;2032;Quai 2;Province;2024-04-16T16:10:00+02:00;1;Groslay;48.98504981912543,2.3531946063257267
65752;645617;6876389;;available;LocalTrain;1109;276063 - ASC.PMR 2600;Quai BV Accès E1;Paris;2024-04-16T16:09:00+02:00;1;Cernay;48.98513096905523,2.2569781292091156
65752;645617;6876389;;available;LocalTrain;1110;276063 - ASC.PMR 2601;Quai opposé BV Accès E2;Province;2024-04-16T16:09:00+02:00;1;Cernay;48.98513096905523,2.2569781292091156
66654;651599;6881605;;available;LocalTrain;524;PMR 2040;Quai 2;PARIS;2024-04-16T16:11:00+02:00;1;Domont;49.03250960612192,2.3381073422259084
67292;647353;6894450;;available;LocalTrain;1104;276469 - ASC.PMR 2081;Quai 2;Province;2024-04-15T22:11:00+02:00;1;Persan - Beaumont;49.14766321179154,2.278440482204554
65326;612789;6874337;;available;LocalTrain;1071;386763 - ASC.PMR 3592;Voie 1 - Côté Bâtiment Voyageur - Quai 1;Province;2024-04-16T16:09:00+02:00;1;Épône - Mézières;48.96306504016388,1.8089351564437612
65326;612789;6874337;;available;LocalTrain;1072;386763 - ASC.PMR 3593;Voie A/B - Quai central;Paris/ Province;2024-04-16T16:09:00+02:00;1;Épône - Mézières;48.96306504016388,1.8089351564437612
65326;612789;6874337;;available;LocalTrain;1073;386763 - ASC.PMR 3594;Voie 2 - Quai 3;Paris;2024-04-16T16:09:00+02:00;1;Épône - Mézières;48.96306504016388,1.8089351564437612
65441;646072;6874751;;available;LocalTrain;492;3541;Quai 2;Paris;2024-04-16T16:10:00+02:00;1;Sannois;48.970440713928284,2.2634030834798415
65490;615672;6875285;;available;LocalTrain;955;PMR 3578;Quai 2 Voie B C;Paris/province;2024-04-16T16:11:00+02:00;1;Aubergenville Élisabethville;48.971973398196354,1.8481145520099416
65669;646620;6875848;;available;LocalTrain;403;2024;Voies 2/3;Pontoise;2024-04-16T16:10:00+02:00;1;Ermont - Eaubonne;48.9803505000365,2.2707493528441973
65669;646620;6875848;;available;LocalTrain;404;2025;Voies 4/5;Paris;2024-04-16T16:10:00+02:00;1;Ermont - Eaubonne;48.9803505000365,2.2707493528441973
65931;605118;6877335;;available;LocalTrain;95;3572;Passerelle <> Quais E & F;Paris / Province;2024-04-16T16:11:00+02:00;1;Mantes-la-Jolie;48.98893390153556,1.7035160294352776
66816;633835;6883362;;available;LocalTrain;152;2509;Voies 17/18;Paris Saint-Lazare / Gisors;2024-04-16T16:09:00+02:00;1;Pontoise;49.04672239071523,2.0949243691543806
67056;628886;6886596;;available;LocalTrain;568;PMR 3575;côté BV voie 2;Paris;2024-04-16T16:11:00+02:00;1;Boissy-l'Aillerie;49.075269562411265,2.0266880061936647
72179;646589;6868472;;available;LocalTrain;354;3521;Quai 1b;Ermont;2024-04-16T16:10:00+02:00;1;Bois-Colombes;48.9140223449986,2.2712558239778398
422067;642464;6862107;;available;LocalTrain;457;3205;Ville/côté BV;;2024-04-16T16:10:00+02:00;1;Le Val d'Or;48.85642930763446,2.215839956095826
64341;635630;6862696;;available;LocalTrain;1045;382457 - ASC.PMR 3097;VOIE 1 QUAI 2;PROVINCE;2024-04-16T16:09:00+02:00;1;Louveciennes;48.86107939626443,2.1226172098804708
71370;650511;6864202;;available;LocalTrain;518;PMR 3581;Quai <> Rue <> Métro <> Parking;Toutes directions;2024-04-16T16:11:00+02:00;1;Gare Saint-Lazare;48.875937635687144,2.3252630353731822
72124;646399;6867525;;available;LocalTrain;677;PMR 3023;Parvis Accès BOIS COLOMBES;Toutes directions;2024-04-16T16:11:00+02:00;1;Bécon les Bruyères;48.9054907560421,2.268783244492471
72132;647388;6867580;;available;LocalTrain;6;3001;VOIE A/B;PARIS / CORMEILLES;2024-04-16T16:11:00+02:00;1;Asnières-sur-Seine;48.90606693921482,2.282267463487678
72132;647388;6867580;;available;LocalTrain;9;3004;VOIE F/G;NANTERRE U / MAISONS-LAFFITTE;2024-04-16T16:11:00+02:00;1;Asnières-sur-Seine;48.90606693921482,2.282267463487678
72132;647388;6867580;;available;LocalTrain;10;3005;SOUTERRAIN VOIE H;PARIS / VERSAILLES Rive Droite;2024-04-16T16:09:00+02:00;1;Asnières-sur-Seine;48.90606693921482,2.282267463487678
72177;645590;6868514;;available;LocalTrain;575;3012;Accès rue Transvaal;Paris-Province;2024-04-16T16:11:00+02:00;1;Les Vallées;48.91431633824013,2.2576207922918363
72177;645590;6868514;;available;LocalTrain;581;3014;Accès passerelle rue des Vallées;Paris-Province;2024-04-16T16:11:00+02:00;1;Les Vallées;48.91431633824013,2.2576207922918363
73614;644890;6866730;;available;LocalTrain;948;PMR 3027;Voie 2;Paris;2024-04-16T16:11:00+02:00;1;Courbevoie;48.898214341470194,2.24830216140844
63812;629884;6854562;;available;LocalTrain;1112;393843 - ASC.PMR 4616;Quai 1 opposé au BV;;2024-04-16T16:09:00+02:00;1;Saint-Quentin en Yvelines - Montigny-le-Bretonneux;48.78733205816793,2.045644714119561
63880;636433;6855431;;available;LocalTrain;510;PMR 4059;Cours de Buc;Direction : Accès Rue / B.V.;2024-04-16T16:11:00+02:00;1;Versailles Chantiers;48.795825758137916,2.1346466295780013
63880;636433;6855431;;available;LocalTrain;537;4071;Passerelle 2 /Voies F-G;Grandes Lignes / Dreux / Mantes la Jolie;2024-04-16T16:11:00+02:00;1;Versailles Chantiers;48.795825758137916,2.1346466295780013
71422;643783;6865057;;available;LocalTrain;1022;382382 - ASC.PMR 3096;Quai 1;La Défense;2024-04-16T16:09:00+02:00;1;Puteaux;48.88307415561747,2.233425200687075
73749;642535;6860873;;available;LocalTrain;433;3201;QUAI 1;PARIS SAINT LAZARE;2024-04-16T16:10:00+02:00;1;Saint-Cloud;48.84533851340779,2.2169743252297454
64483;638053;6865349;;available;RapidTransit;247;CHATOUPBS1;Entrée - Quai 1 - Souterrain;Est;2024-04-16T16:08:00+02:00;1;Chatou - Croissy;48.885174217219536,2.1552540328417913
64514;636541;6865899;liftFailure;notavailable;RapidTransit;555;asc-1;coté quai 1;Boissy St Leger;2024-04-16T16:08:00+02:00;2;Le Vésinet - Centre;48.88997280876825,2.134554937384069
64741;640324;6869192;;available;RapidTransit;365;3100;Voie E;Paris;2024-04-16T16:10:00+02:00;1;Houilles - Carrières-sur-Seine;48.91994631561521,2.18568007267621
64918;638310;6871175;;available;RapidTransit;167;3035;Souterrain <> Quai A;Paris / Marne la Vallée / Boissy;2024-04-16T16:09:00+02:00;1;Sartrouville;48.93758773808491,2.1579111492658636
66696;632738;6882251;;available;RapidTransit;25;3043;Hall <> Quai;Paris / Cergy / Marne la Vallée / Boissy;2024-04-16T16:09:00+02:00;1;Cergy Préfecture;49.03661933797149,2.0800968172391485
68105;678759;6859645;;available;RapidTransit;195;AQ-BUSSY1;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Bussy-Saint-Georges;48.83650709696308,2.710620462915259
68123;673083;6859965;;available;RapidTransit;364;E 0684/07/1;Salle d'échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Lognes;48.839172874259525,2.633273483389663
68129;674672;6859943;;available;RapidTransit;237;ASCENSEUR 1 AQ-TOR1;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Torcy;48.8390394325169,2.654923594500673
68153;671822;6860457;;available;RapidTransit;284;PMR 1 AQ-NSLPMR1;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Noisiel;48.843543638602995,2.6160608554027807
68266;683356;6861692;;available;RapidTransit;297;PMR 2 AQ-SRSPMR2;Salle d échange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Val d'Europe;48.85505141353323,2.773167789440402
70359;662250;6856201;;available;RapidTransit;388;E 0082/07/1;Souterrain - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Le Parc de Saint-Maur;48.8047785780141,2.4860183179333393
70640;660633;6857960;;available;RapidTransit;288;PMR 1 AQ-JVLPMR1;Salle d échange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Joinville-le-Pont;48.8205012024299,2.4638402484769006
70945;642960;6866512;liftFailure;notavailable;RapidTransit;435;NAP PBS3 ILOT 13;Voirie - Quai;saint germain en laye;2024-04-16T16:08:00+02:00;2;Nanterre Préfecture;48.89608587271126,2.222008022096025
70956;642357;6867040;;available;RapidTransit;530;PBS2;acces princ P. CHEREAU vers quais SNCF;cergy / maison laffitte;2024-04-16T16:09:00+02:00;1;Nanterre Université;48.90078016184699,2.21371228893245
70956;642357;6867040;;available;RapidTransit;531;PBS3;acces princ P. CHEREAU vers quais Ratp;Paris / st germain;2024-04-16T16:09:00+02:00;1;Nanterre Université;48.90078016184699,2.21371228893245
70956;642357;6867040;;available;RapidTransit;532;PBS4;sortie supp vers esplanade université Paris X;souterrain / ext esplanade;2024-04-16T16:09:00+02:00;1;Nanterre Université;48.90078016184699,2.21371228893245
71517;644257;6866002;;available;RapidTransit;202;AQ-DEFPMR1;Salle d échange zone SNCF Nord et Ouest - Queue Quais 1 et A;Est;2024-04-16T16:08:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71517;644257;6866002;;available;RapidTransit;308;PMR T2 AQ-T2DFPMR;Tramway T2 - Salle d échange;Issy Val de Seine;2024-04-16T16:08:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71517;644257;6866002;;available;RapidTransit;316;T2 CARPEAUX;Rue Carpeaux - Quai T2;Issy Val de Seine;2024-04-16T16:08:00+02:00;1;La Défense;48.891613314980276,2.239764201537217
71651;658521;6860976;;;RapidTransit;1047;EQ11-A005-000000295;CR205;BOISSY;;;Vincennes;48.847492146964996,2.4347827510258964
71651;658521;6860976;;;RapidTransit;1048;EQ11-A005-000000297;CR207;PARIS;;;Vincennes;48.847492146964996,2.4347827510258964
72881;663648;6850431;;available;RapidTransit;390;E 1981/07/1;Passage souterrain - salle d'échange;Ouest;2024-04-16T16:08:00+02:00;1;Boissy-Saint-Léger;48.75296552599631,2.5055440867383423
72929;663770;6852503;;available;RapidTransit;273;PBS2 (FRANCELIFT N°E 3056/04);Souterrain - Quai 2;Est;2024-04-16T16:08:00+02:00;1;Sucy - Bonneuil;48.771607507834304,2.507027525763353
73166;665209;6860599;;available;RapidTransit;328;FRANCELIFT Ref E 2277/04;Salle d echange - Quai 1;Est;2024-04-16T16:08:00+02:00;1;Bry-sur-Marne;48.84449756092874,2.525945813158083
73166;665209;6860599;;available;RapidTransit;329;FRANCELIFT Ref E 2278/04;Salle d echange - Quai 2;Ouest;2024-04-16T16:08:00+02:00;1;Bry-sur-Marne;48.84449756092874,2.525945813158083
73604;632433;6874852;;available;RapidTransit;1;3039;Souterrain <> Quai 2 Voie 1;Cergy Le Haut;2024-04-16T16:09:00+02:00;1;Achères Ville;48.970060136624056,2.077108537410905
474151;652090;6862610;;available;RapidTransit;200;AQ-CLHPMR3;Salle d échange - Quai 3;RER D Nord;2024-04-16T16:08:00+02:00;1;Châtelet les Halles;48.86174049828293,2.3469697519297594
62825;637559;6844241;;available;RapidTransit;294;PMR 2 AQ-LAHAQ2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;La Hacquinière;48.69529771685277,2.151610581640012
62890;636479;6844557;;available;RapidTransit;394;E0085/08/1;Souterrain - Quai 1;St Rémy les Chevreuses;2024-04-16T16:09:00+02:00;1;Gif-Sur-Yvette;48.69803452893027,2.136890790126321
62892;639798;6844548;;available;RapidTransit;521;PBS1;Quai 1 palier intermédiaire Boulevard Dubreuil;St Rémy les chevreuses;2024-04-16T16:09:00+02:00;1;Orsay Ville;48.69827136056978,2.1819865747671905
63025;640545;6845414;;available;RapidTransit;225;ASC AQ-LGUPMR1;Souterrain - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Le Guichet;48.7061292963303,2.1920155548572318
63025;640545;6845414;;available;RapidTransit;226;ASC AQ-LGUPMR2;Souterrain - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Le Guichet;48.7061292963303,2.1920155548572318
63029;642026;6845372;;available;RapidTransit;514;Asc 1;passage souterrain vers rez de voirie, côté Q1;St Rémy lès Chevreuse;2024-04-16T16:09:00+02:00;1;Lozère;48.705886154909,2.2121464624936067
63067;643917;6845511;;available;RapidTransit;387;PV_PBS 2;Voirie - Quai 2 - Souterrain;Nord;2024-04-16T16:09:00+02:00;1;Palaiseau - Villebon;48.707303249411694,2.237824868891946
63320;646575;6848608;;available;RapidTransit;384;E 0835/07/1;Salle d'échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Massy - Verrières;48.73538263732187,2.273558142943125
68916;670926;6872677;;available;RapidTransit;500;2216;Quai 1 / voie 1 bis;province mitry;2024-04-16T16:10:00+02:00;1;Villeparisis - Mitry-le-Neuf;48.95339527382786,2.603015524854868
69065;673841;6875149;;available;RapidTransit;427;2052;Quai3 Voie 5;Paris Nord;2024-04-16T16:10:00+02:00;1;Mitry - Claye;48.97574923339876,2.642664425464986
69647;648262;6849412;;available;RapidTransit;473;PBS2;Voirie Quai 2;Roissy;2024-04-16T16:09:00+02:00;1;Fontaine Michalon;48.7427510243979,2.2963983362144083
69906;649369;6852446;;available;RapidTransit;227;E 0161/07/1;Salle d échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Parc de Sceaux;48.770125567074636,2.3110920459081856
70033;649487;6853550;;available;RapidTransit;310;PMR2 AQ-BOLR;Souterrain - Quai Central (Quais 1 Bis et 2);Nord / Sud;2024-04-16T16:09:00+02:00;1;Bourg-la-Reine;48.78006366015029,2.312566753948491
70263;650651;6855652;;available;RapidTransit;223;PBS 1;Souterrain - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Arcueil - Cachan;48.79905791693894,2.328163514621751
70623;651506;6858074;;available;RapidTransit;292;PMR 2 AQ-CUNPMR2;Salle d échange - Quai 2;Nord;2024-04-16T16:09:00+02:00;1;Cité Universitaire;48.82090447158522,2.339527130114497
71056;651019;6859522;;available;RapidTransit;287;PMR 1 AQ-DENPMR1;Salle d échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Denfert-Rochereau;48.833889696165976,2.332728008192484
71106;651308;6860229;;available;RapidTransit;229;ASC 1 AQ-PORO1;Salle d échange - Quai 1;Sud;2024-04-16T16:09:00+02:00;1;Port Royal;48.84026968044243,2.3365839731374556
71106;651308;6860229;;available;RapidTransit;232;ASC 3 AQ-PORO3;47 Av, de l Observatoire - Salle d échange;;2024-04-16T16:09:00+02:00;1;Port Royal;48.84026968044243,2.3365839731374556
71410;652780;6864741;;available;RapidTransit;133;2101;Niveau 0 <> Niveau -2 <> Niveau -3;Niveau -2 RER B & D Sud / RER E     Niveau -3 RER B & D Nord;2024-04-16T16:09:00+02:00;1;Gare du Nord;48.880955082573905,2.356137437142568
71410;652780;6864741;;available;RapidTransit;134;2102;Niveau 0 <> Niveau -2 <> Niveau -3;Niveau -2 RER B & D Sud / RER E     Niveau -3 RER B & D Sud;2024-04-16T16:09:00+02:00;1;Gare du Nord;48.880955082573905,2.356137437142568
71410;652780;6864741;;available;RapidTransit;137;2105;Niveau -2 <> Niveau -3;RER B - D Sud;2024-04-16T16:09:00+02:00;1;Gare du Nord;48.880955082573905,2.356137437142568
71410;652780;6864741;;available;RapidTransit;138;2106;Niveau -2 Eole <> Niveau +1;Niveau +1 Gare Routière;2024-04-16T16:09:00+02:00;1;Gare du Nord;48.880955082573905,2.356137437142568
72211;653226;6868926;;available;RapidTransit;144;2009;Bureau de Ventes <> Quai 2;Paris / RER B Sud;2024-04-16T16:09:00+02:00;1;La Plaine Stade de France;48.91862150767566,2.3617573190817547
72598;654926;6869468;;available;RapidTransit;44;2006;Voies 1/2B;Paris;2024-04-16T16:10:00+02:00;1;La Courneuve - Aubervilliers;48.92361671316608,2.384895668985735
73439;665894;6870681;;available;RapidTransit;463;2207;Quai 1  voie 2;PARIS;2022-10-21T16:10:00+02:00;1;Sevran - Livry;48.935199399190424,2.5344693500102795
73439;665894;6870681;;available;RapidTransit;1074;271429 - ASC.PMR 2609;Voie 2 - Côté Bâtiment Voyageur;Paris;2024-04-16T16:09:00+02:00;1;Sevran - Livry;48.935199399190424,2.5344693500102795
73491;665135;6872040;;available;RapidTransit;170;2013;Hall <> Quai 2 (PMR non libre service);Paris / RER B Sud;2024-04-16T16:09:00+02:00;1;Sevran Beaudottes;48.94737931540992,2.523997789713198
73547;664284;6873761;;available;RapidTransit;483;2015;Quai 1;Aéroport Charles de Gaulle;2024-04-16T16:10:00+02:00;1;Villepinte;48.962808242537704,2.512234474521502
73596;667820;6879025;;available;RapidTransit;3;2001;Hall <> Quai 1;Aéroport CDG 2;2024-04-16T16:09:00+02:00;1;Aéroport CDG 1 (Terminal 3);49.01032877916245,2.5601233228300644
73620;651892;6861617;;available;RapidTransit;818;SMI1;Tete quai 1;Sortie St. André des arts (CR212);2024-04-16T16:07:00+02:00;1;Saint-Michel Notre-Dame;48.85279579845919,2.3443834422101286
70143;653458;6854359;;available;Tramway;788;A_VIL1;CR213, gare routière, parking;NIV -1 CR2013, NIV 0 GARE ROUTIERE, NIV 1>4 PARKING;2024-04-16T16:07:00+02:00;1;Villejuif - Louis Aragon;48.78763810117338,2.3665174950300973
70143;653458;6854359;;available;Tramway;791;A_VIL2;CR213, gare routière, parking;NIV -1 CR2013, NIV 0 GARE ROUTIERE, NIV 1>4 PARKING;2024-04-16T16:07:00+02:00;1;Villejuif - Louis Aragon;48.78763810117338,2.3665174950300973
70143;653458;6854359;;available;Tramway;797;PBS4;Quai 71,SA200;QUAI 71 Quai arrivée, SA200 SORTIE;2024-04-16T16:07:00+02:00;1;Villejuif - Louis Aragon;48.78763810117338,2.3665174950300973
73753;653444;6851180;;;Tramway;1126;ASC09/ASC10 - EQ11-A005-000000376/EQ11-A005-000000377;transit SUD / mezzanine / quai;Aéroport d'Orly;;;Porte de Thiais;48.759046487560965,2.3666739877043614
422420;638914;6856511;;available;Tramway;550;PBS1;VRD Quai 1/ MZH;Viroflay;2024-04-16T16:09:00+02:00;1;Viroflay Rive Droite;48.80577812424469,2.168263692554061
63923;639143;6855957;;available;Tramway;553;PBS1;VRG MZB/Quai 1;Viroflay;2024-04-16T16:09:00+02:00;1;Viroflay Rive Gauche;48.8008175765801,2.1714606334807907
63923;639143;6855957;;available;Tramway;554;PBS2;VRG MZB/Quai 2;Chatillon;2024-04-16T16:09:00+02:00;1;Viroflay Rive Gauche;48.8008175765801,2.1714606334807907
63923;639143;6855957;;available;Tramway;1031;393215 - ASC.PMR 4023;Voie V.2IN V.2 Quai B;Paris;2024-04-16T16:09:00+02:00;1;Viroflay Rive Gauche;48.8008175765801,2.1714606334807907
72285;652840;6870139;;available;Tramway;319;PMR3 AQ-SDPPA3;Surface - Salle d échange;;2024-04-16T16:08:00+02:00;1;Saint-Denis - Porte de Paris;48.929501064881705,2.356355572635658
72646;663031;6870332;;available;Tramway;468;2201;Quai D / voies 1/2;Roissy / Mitry;2024-04-16T16:10:00+02:00;1;Aulnay-sous-Bois;48.931902897650815,2.4954222267560406
72646;663031;6870332;;available;Tramway;469;2202;Quai C / voies 3/4;Paris (Mitry);2024-04-16T16:10:00+02:00;1;Aulnay-sous-Bois;48.931902897650815,2.4954222267560406
72646;663031;6870332;;available;Tramway;471;2204;Accès GARE ROUTIERE;;2024-04-16T16:10:00+02:00;1;Aulnay-sous-Bois;48.931902897650815,2.4954222267560406
426083;655460;6872912;;available;Tramway;653;PMR 2276;Paso / Quai 1;BOURGET(LE);2024-04-16T16:11:00+02:00;1;Stains la Cerisaie;48.95462325633752,2.3918206507861797
426093;656904;6871702;;available;Tramway;641;PMR 2280;Quai 1 / Voie 1;BOURGET(LE);2024-04-16T16:11:00+02:00;1;Dugny - La Courneuve;48.943841088897756,2.411660365715569
65227;650785;6873371;;available;Tramway;626;PMR 2257;Quai 1 /Ligne H;BOURGET(LE);2024-04-16T16:11:00+02:00;1;Épinay - Villetaneuse;48.95840983032866,2.3279346256054603
