ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRPublicCode;ArRXEpsg2154;ArRYEpsg2154;ZdAId;ArRGeopoint;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone
472980;1082496-1119765;2019-03-07T21:06:39+01:00;2019-03-13T11:36:05+01:00;Moret - Veneux-les-Sablons;rail;4;685231;6808590;47130;48.377443715175986, 2.8005490331118152;Moret-Loing-et-Orvanne;77316;partial;unknown;unknown;5
472653;1081152-45346;2019-03-07T20:29:11+01:00;2019-03-13T11:29:10+01:00;Javel;rail;1;647015;6861036;45346;48.847188312494076, 2.2779955423694154;Paris 15e;75115;partial;unknown;unknown;1
471020;1074612-1094862;2019-03-07T18:13:23+01:00;2019-03-13T10:51:48+01:00;Igny;rail;2;643440;6849246;43083;48.74085362077608, 2.2308483709962244;Igny;91312;partial;unknown;unknown;4
471886;1078014-1092772;2019-03-07T19:13:08+01:00;2019-03-12T17:16:58+01:00;Gretz-Armainvilliers;rail;C;679920;6849642;43131;48.74658058606306, 2.7269086801063165;Gretz-Armainvilliers;77215;partial;unknown;unknown;5
472093;1078872-1092213;2019-03-07T19:32:16+01:00;2019-03-12T16:09:33+01:00;Gazeran;rail;2;609555;6836910;46832;48.62605218983599, 1.7727185182491272;Gazeran;78269;partial;unknown;unknown;5
471503;1076489-1274430;2019-03-07T18:43:22+01:00;2019-03-12T15:13:51+01:00;Frépillon;rail;1;641299;6883118;47580;49.045254408693, 2.1970513966288516;Frépillon;95256;partial;unknown;unknown;5
41366;1091176-1119564;2014-12-29T00:00:00+01:00;2019-03-12T11:57:27+01:00;Gare de Combs la Ville Quincy;rail;-;666690;6840938;45771;48.66775212877476, 2.54766515920666;Combs-la-Ville;77122;partial;unknown;unknown;
470726;1073502-1119562;2019-03-07T17:59:30+01:00;2019-03-12T11:37:40+01:00;Clichy - Levallois;rail;B;648489;6866609;43112;48.89742429061906, 2.297404357497848;Levallois-Perret;92044;partial;unknown;unknown;2
471167;1075179-43072;2019-03-07T18:21:53+01:00;2019-03-11T19:56:06+01:00;Paris Austerlitz;rail;2;653544;6860235;43072;48.84048870781527, 2.3670469086984687;Paris 13e;75113;partial;unknown;unknown;1
472695;1081320-43072;2019-03-07T20:33:49+01:00;2019-03-11T19:56:06+01:00;Paris Austerlitz;rail;4;653538;6860232;43072;48.84046129610443, 2.3669654911594478;Paris 13e;75113;partial;unknown;unknown;1
472541;1080691-1090150;2019-03-07T20:17:40+01:00;2019-03-11T19:27:18+01:00;Paris Est;rail;23;653127;6864454;470519;48.878399521515796, 2.360900378875758;Paris 10e;75110;partial;unknown;unknown;1
472502;1080529-1090150;2019-03-07T20:13:25+01:00;2019-03-11T19:26:57+01:00;Paris Est;rail;13;653069;6864487;470519;48.87869205756853, 2.3601059542944562;Paris 10e;75110;partial;unknown;unknown;1
472356;1079940-999450;2019-03-07T19:58:15+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;32;652895;6864913;462394;48.88251025069095, 2.3576863592870128;Paris 10e;75110;partial;unknown;unknown;1
470728;1073508-999450;2019-03-07T17:59:36+01:00;2019-03-11T19:15:34+01:00;Paris Gare du Nord;rail;36;652930;6864909;462394;48.882476839254466, 2.3581640340611862;Paris 10e;75110;partial;unknown;unknown;1
471451;1076267-1347557;2019-03-07T18:39:34+01:00;2019-03-11T19:05:02+01:00;Paris Gare de Lyon;rail;4;654058;6860584;470195;48.843664128652385, 2.374012058369529;Paris 12e;75112;partial;unknown;unknown;1
471554;1076688-1347565;2019-03-07T18:47:00+01:00;2019-03-11T18:44:28+01:00;Paris Montparnasse;rail;26;649666;6859865;43238;48.836870064441754, 2.3142563188266347;Paris 15e;75115;partial;unknown;unknown;1
471135;1075061-1347565;2019-03-07T18:20:09+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;15;649968;6860167;43238;48.83960947292927, 2.318335003536903;Paris 15e;75115;partial;unknown;unknown;1
471742;1077441-1347565;2019-03-07T19:01:22+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;14;649973;6860165;43238;48.8395918750701, 2.318403358260255;Paris 15e;75115;partial;unknown;unknown;1
472451;1080320-1347565;2019-03-07T20:08:12+01:00;2019-03-11T18:42:35+01:00;Paris Montparnasse;rail;13;649990;6860174;43238;48.83967413163575, 2.318633906475372;Paris 15e;75115;partial;unknown;unknown;1
41147;1088932-1088952;2014-12-29T00:00:00+01:00;2019-03-11T18:17:03+01:00;Gare de Chanteloup les Vignes;rail;-;628811;6874930;47929;48.9703706186356, 2.0276277262946727;Chanteloup-les-Vignes;78138;partial;unknown;unknown;
471584;1076797-45759;2019-03-07T18:48:51+01:00;2019-03-11T17:18:25+01:00;Essonnes Robinson;rail;2;660341;6834046;45759;48.605397725449315, 2.462082191345755;Corbeil-Essonnes;91174;partial;unknown;unknown;5
471629;1076975-1119576;2019-03-07T18:52:18+01:00;2019-03-11T16:51:47+01:00;Émerainville - Pontault-Combault;rail;A;672037;6856271;43074;48.805906795484546, 2.6192653016592646;Émerainville;77169;partial;unknown;unknown;5
411352;1088374-44559;2015-01-26T00:00:00+01:00;2019-03-11T16:10:23+01:00;Gare de Cergy Préfecture;rail;-;632714;6882217;44559;49.03631113256321, 2.0797748522705626;Cergy;95127;partial;unknown;unknown;
41390;1088182-1119552;2014-12-29T00:00:00+01:00;2019-03-11T15:46:25+01:00;Gare de Bourron Marlotte Grez;rail;-;677164;6803615;47124;48.33245554247929, 2.6918804430027947;Bourron-Marlotte;77048;partial;unknown;unknown;
473020;1082656-1347553;2019-03-07T21:11:06+01:00;2019-03-11T15:21:38+01:00;Bondy;rail;B;661810;6866140;43096;48.89413479904259, 2.4791350805309396;Bondy;93010;partial;unknown;unknown;3
472144;1079078-1347553;2019-03-07T19:37:26+01:00;2019-03-11T15:21:38+01:00;Bondy;rail;D;661859;6866115;43096;48.89391288613867, 2.479805607518125;Bondy;93010;partial;unknown;unknown;3
41395;1087610-1533677;2014-12-29T00:00:00+01:00;2019-03-11T14:53:01+01:00;Gare de Boigneville;rail;-;653956;6804725;43092;48.3412086147928, 2.3786150666726487;Boigneville;91069;partial;unknown;unknown;
471835;1077817-45301;2019-03-07T19:09:05+01:00;2019-03-11T14:40:13+01:00;Bibliothèque François Mitterrand;rail;F;654336;6858948;45301;48.82897118781597, 2.3779754187874738;Paris 13e;75113;partial;unknown;unknown;1
472490;1080484-45301;2019-03-07T20:12:24+01:00;2019-03-11T14:40:13+01:00;Bibliothèque François Mitterrand;rail;B;654310;6858933;45301;48.82883444803402, 2.377622877843936;Paris 13e;75113;partial;unknown;unknown;1
471011;1376200-43163;2019-03-07T00:00:00+01:00;2022-02-16T10:21:35+01:00;Meudon Val Fleury;rail;1;644250;6856656;43163;48.8075655453681, 2.2408940668982202;Meudon;92048;unknown;unknown;unknown;3
472094;1370786-1095455;2019-03-07T00:00:00+01:00;2022-01-24T15:38:01+01:00;Juvisy;rail;44;654575;6843465;45739;48.68973853496537, 2.382879162701437;Juvisy-sur-Orge;91326;partial;unknown;unknown;4
472482;1370778-1095455;2019-03-07T00:00:00+01:00;2022-01-24T15:37:10+01:00;Juvisy;rail;40;654559;6843488;45739;48.68994427768981, 2.382659360874341;Juvisy-sur-Orge;91326;partial;unknown;unknown;4
412807;1338595-1338599;2015-02-18T00:00:00+01:00;2021-10-15T11:39:31+02:00;Charles de Gaulle - Etoile;rail;-;648311;6864025;58759;48.87417762749343, 2.2952945030833836;Paris 17e;75117;partial;unknown;unknown;
472589;1080889-1086784;2019-03-07T20:22:39+01:00;2019-03-07T22:46:02+01:00;Aulnay-sous-Bois;rail;4;663020;6870360;43071;48.9321540528391, 2.495269652685037;Aulnay-sous-Bois;93005;unknown;unknown;unknown;4
472599;1080931-47923;2019-03-07T20:23:40+01:00;2019-03-07T22:46:02+01:00;Bécon les Bruyères;rail;T3;646423;6867548;47923;48.905699579936204, 2.2691077260018733;Courbevoie;92026;unknown;unknown;unknown;3
472544;1080705-46304;2019-03-07T20:18:02+01:00;2019-03-07T22:46:02+01:00;Villeneuve Triage;rail;2B;658720;6849522;46304;48.74449377171122, 2.4386039991662076;Villeneuve-Saint-Georges;94078;unknown;unknown;unknown;4
472526;1080627-1096400;2019-03-07T20:16:03+01:00;2019-03-07T22:46:02+01:00;Pierrelaye;rail;2;638168;6880252;43180;49.019191641047875, 2.1546465133484225;Pierrelaye;95488;unknown;unknown;unknown;5
472504;1080539-1092506;2019-03-07T20:13:37+01:00;2019-03-07T22:46:02+01:00;Grand Bourg;rail;2;658363;6838884;45860;48.64879015917653, 2.434784628768837;Ris-Orangis;91521;unknown;unknown;unknown;5
472519;1080599-1347556;2019-03-07T20:15:11+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;20;650501;6864377;58566;48.877510592634586, 2.325106308834376;Paris 8e;75108;unknown;unknown;unknown;1
472517;1080591-46222;2019-03-07T20:14:58+01:00;2019-03-07T22:46:02+01:00;Vert Galant;rail;2;668205;6871639;46222;48.94393247930623, 2.5659408606951;Villepinte;93078;unknown;unknown;unknown;4
472290;1079669-1091409;2019-03-07T19:51:37+01:00;2019-03-07T22:46:02+01:00;Crépy-en-Valois;rail;1;691823;6903507;411396;49.23119919331163, 2.887749675011627;Crépy-en-Valois;60176;unknown;unknown;unknown;
472291;1079673-43108;2019-03-07T19:51:42+01:00;2019-03-07T22:46:02+01:00;Chaville Rive Gauche;rail;2;640462;6856443;43108;48.8053113758691, 2.1893489949510307;Chaville;92022;unknown;unknown;unknown;3
472295;1079693-1098522;2019-03-07T19:52:09+01:00;2019-03-07T22:46:02+01:00;Montargis;rail;1;680847;6767388;411482;48.006597771589185, 2.7431546775385884;Montargis;45208;unknown;unknown;unknown;
472289;1079665-1119703;2019-03-07T19:51:29+01:00;2019-03-07T22:46:02+01:00;Asnières-sur-Seine;rail;C;647460;6867571;43069;48.905991888508005, 2.2832507474315507;Asnières-sur-Seine;92004;unknown;unknown;unknown;3
472273;1079601-1347556;2019-03-07T19:49:41+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;25;650519;6864405;58566;48.87776377178593, 2.3253484560254387;Paris 8e;75108;unknown;unknown;unknown;1
472264;1079567-1085941;2019-03-07T19:48:56+01:00;2019-03-07T22:46:02+01:00;Saint-Julien du Sault;rail;1BIS;722557;6769573;411473;48.026151977980426, 3.302605477661815;Saint-Julien-du-Sault;89348;unknown;unknown;unknown;
472262;1079559-1347558;2019-03-07T19:48:42+01:00;2019-03-07T22:46:02+01:00;Saint-Michel Notre-Dame;rail;1;651957;6861699;44877;48.853538068732824, 2.3452599567349095;Paris 5e;75105;unknown;unknown;unknown;1
472239;1079474-1274423;2019-03-07T19:46:43+01:00;2019-03-07T22:46:02+01:00;Thomery;rail;2;682556;6810464;47961;48.394237175406154, 2.7643486220034563;Fontainebleau;77186;unknown;unknown;unknown;5
472202;1079320-1097475;2019-03-07T19:42:54+01:00;2019-03-07T22:46:02+01:00;Rosny-sous-Bois;rail;A;662268;6863445;47877;48.86992617888007, 2.4856208995150455;Rosny-sous-Bois;93064;unknown;unknown;unknown;3
472399;1080106-1533681;2019-03-07T20:02:36+01:00;2019-03-07T22:46:02+01:00;Saint-Denis;rail;5;652043;6870710;412743;48.93457674342398, 2.3454139287843345;Saint-Denis;93066;unknown;unknown;unknown;3
472372;1080003-43108;2019-03-07T19:59:56+01:00;2019-03-07T22:46:02+01:00;Chaville Rive Gauche;rail;1;640480;6856424;43108;48.80514216774164, 2.189596715138244;Chaville;92022;unknown;unknown;unknown;3
472368;1079987-1347556;2019-03-07T19:59:23+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;10;650424;6864353;58566;48.87728884454929, 2.3240593053344707;Paris 8e;75108;unknown;unknown;unknown;1
472383;1080042-1095420;2019-03-07T20:00:52+01:00;2019-03-07T22:46:02+01:00;Jouy-en-Josas;rail;1;638585;6851950;43136;48.764728543748994, 2.1644415386594007;Jouy-en-Josas;78322;unknown;unknown;unknown;4
472317;1079785-1106464;2019-03-07T19:54:26+01:00;2019-03-07T22:46:02+01:00;Noisy-le-Sec;rail;B;660347;6866414;44201;48.89651034670817, 2.4591565654285503;Noisy-le-Sec;93053;unknown;unknown;unknown;3
472098;1078892-1106571;2019-03-07T19:32:48+01:00;2019-03-07T22:46:02+01:00;Marly-le-Roi;rail;2;633722;6863889;43248;48.87161401751801, 2.0964267561555325;Marly-le-Roi;78372;unknown;unknown;unknown;4
472070;1078770-1347556;2019-03-07T19:29:45+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;15;650459;6864361;58566;48.87736347966007, 2.3245355541974044;Paris 8e;75108;unknown;unknown;unknown;1
472075;1078792-47595;2019-03-07T19:30:26+01:00;2019-03-07T22:46:02+01:00;Pont Petit;rail;2;636534;6884931;47595;49.06110177422108, 2.1316051130674216;Saint-Ouen-l'Aumône;95572;unknown;unknown;unknown;5
472049;1078680-1085620;2019-03-07T19:27:48+01:00;2019-03-07T22:46:02+01:00;Sermaise;rail;2;631267;6826564;47950;48.53566412984306, 2.0689601951691166;Sermaise;91593;unknown;unknown;unknown;5
472054;1078700-1106635;2019-03-07T19:28:14+01:00;2019-03-07T22:46:02+01:00;Maule;rail;1;616209;6868333;46886;48.90953419732632, 1.8568234243967543;Maule;78380;unknown;unknown;unknown;5
472042;1078652-1099710;2019-03-07T19:27:05+01:00;2019-03-07T22:46:02+01:00;Trappes;rail;1;626979;6853185;43209;48.77462624914197, 2.006344426519386;Trappes;78621;unknown;unknown;unknown;5
472032;1078610-1094425;2019-03-07T19:26:10+01:00;2019-03-07T22:46:02+01:00;Herblay;rail;2;638691;6877019;47603;48.990172345299605, 2.162265236690816;Herblay;95306;unknown;unknown;unknown;4
472018;1078548-1106611;2019-03-07T19:24:43+01:00;2019-03-07T22:46:02+01:00;Marles-en-Brie;rail;2;690349;6848313;43247;48.73486756826594, 2.8687744397123764;La Houssaye-en-Brie;77229;unknown;unknown;unknown;5
472014;1078530-1085748;2019-03-07T19:24:23+01:00;2019-03-07T22:46:02+01:00;Brétigny;rail;6;648523;6834284;43098;48.60670641894981, 2.3017667176010725;Brétigny-sur-Orge;91103;unknown;unknown;unknown;5
472170;1079186-1087184;2019-03-07T19:39:53+01:00;2019-03-07T22:46:02+01:00;Bessancourt;rail;2;642259;6882001;43090;49.03529826936904, 2.210334780667161;Bessancourt;95060;unknown;unknown;unknown;5
472167;1079174-1095160;2019-03-07T19:39:35+01:00;2019-03-07T22:46:02+01:00;Montigny-sur-Loing;rail;1;680602;6804046;47125;48.336440340810015, 2.7382395893131704;Montigny-sur-Loing;77312;unknown;unknown;unknown;5
472175;1079208-1098120;2019-03-07T19:40:22+01:00;2019-03-07T22:46:02+01:00;Limay;rail;2;608342;6876762;43151;48.98424994892898, 1.7476859662765845;Limay;78335;unknown;unknown;unknown;5
472152;1079112-43108;2019-03-07T19:38:14+01:00;2019-03-07T22:46:02+01:00;Chaville Rive Gauche;rail;2B;640455;6856422;43108;48.80512187343023, 2.1892566274770524;Chaville;92022;unknown;unknown;unknown;3
472149;1079100-1095720;2019-03-07T19:37:59+01:00;2019-03-07T22:46:02+01:00;La Ferté-Milon;rail;2;708814;6897768;411372;49.17959597981375, 3.1208741741271333;La Ferté-Milon;02307;unknown;unknown;unknown;
472129;1079018-1087251;2019-03-07T19:35:59+01:00;2019-03-07T22:46:02+01:00;Beynes;rail;1;617504;6862799;46857;48.85993939300065, 1.87556402407805;Beynes;78062;unknown;unknown;unknown;5
472123;1078994-1119888;2019-03-07T19:35:24+01:00;2019-03-07T22:46:02+01:00;Vulaines-sur-Seine - Samoreau;rail;1;681729;6814482;47136;48.43036231373994, 2.7530069481903925;Vulaines-sur-Seine;77533;unknown;unknown;unknown;5
472126;1079006-1106031;2019-03-07T19:35:42+01:00;2019-03-07T22:46:02+01:00;Parc des expositions;rail;M;664465;6874962;47878;48.97361780404354, 2.5146054660502957;Villepinte;93078;unknown;unknown;unknown;4
472135;1079042-1086379;2019-03-07T19:36:30+01:00;2019-03-07T22:46:02+01:00;Achères Grand Cormier;rail;1B;633633;6873199;47915;48.95532178544677, 2.0937568905021946;Saint-Germain-en-Laye;78551;unknown;unknown;unknown;5
472102;1078910-1347556;2019-03-07T19:33:13+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;19;650469;6864404;58566;48.877750935379744, 2.3246668779807638;Paris 8e;75108;unknown;unknown;unknown;1
472110;1078942-1347556;2019-03-07T19:34:08+01:00;2019-03-07T22:46:02+01:00;Paris Saint-Lazare;rail;27;650535;6864401;58566;48.877729030113095, 2.3255670641452126;Paris 8e;75108;unknown;unknown;unknown;1
470987;1074482-1347555;2019-03-07T18:11:40+01:00;2019-03-07T22:46:02+01:00;Roissy-en-Brie;rail;D;674315;6855109;46568;48.79555102957921, 2.6503514087033713;Roissy-en-Brie;77390;unknown;unknown;unknown;5
470997;1074520-1099752;2019-03-07T18:12:10+01:00;2019-03-07T22:46:02+01:00;Triel-sur-Seine;rail;2;627214;6876193;46926;48.98154807458608, 2.005599304582438;Triel-sur-Seine;78624;unknown;unknown;unknown;5
470974;1074435-1539931;2019-03-07T18:11:03+01:00;2019-03-07T22:46:02+01:00;La Défense;rail;4;644082;6866145;470549;48.892884066927174, 2.237358824023951;Puteaux;92062;unknown;unknown;unknown;3
470946;1074329-1347555;2019-03-07T18:09:39+01:00;2019-03-07T22:46:02+01:00;Roissy-en-Brie;rail;C;674319;6855114;46568;48.79559615691313, 2.6504055584427335;Roissy-en-Brie;77390;unknown;unknown;unknown;5
470951;1074349-1100343;2019-03-07T18:09:53+01:00;2019-03-07T22:46:02+01:00;Villeneuve-le-Roi;rail;2B;657811;6849001;46307;48.73974919462984, 2.426293772607583;Villeneuve-le-Roi;94077;unknown;unknown;unknown;4
470912;1074201-1119622;2019-03-07T18:08:00+01:00;2019-03-07T22:46:02+01:00;Laroche - Migennes;rail;K;738268;6762396;411479;47.960835974860466, 3.51274095622486;Migennes;89257;unknown;unknown;unknown;
470886;1074100-1097639;2019-03-07T18:06:46+01:00;2019-03-07T22:46:02+01:00;Le Plessis-Belleville;rail;2;681404;6888552;411405;49.09652771843608, 2.745384833447715;Le Plessis-Belleville;60500;unknown;unknown;unknown;
470889;1074114-1086377;2019-03-07T18:06:55+01:00;2019-03-07T22:46:02+01:00;Corbeil-Essonnes;rail;10;661150;6834929;43115;48.6133893109654, 2.472974858674715;Corbeil-Essonnes;91174;unknown;unknown;unknown;5
470700;1073409-1533681;2019-03-07T17:58:20+01:00;2019-03-07T22:46:02+01:00;Saint-Denis;rail;3;652060;6870714;412743;48.9346139795224, 2.3456455061597787;Saint-Denis;93066;unknown;unknown;unknown;3
470678;1073326-1119849;2019-03-07T17:57:29+01:00;2019-03-07T22:46:02+01:00;Savigny-le-Temple - Nandy;rail;1B;669323;6832903;47665;48.59560443727254, 2.5839893114155963;Savigny-le-Temple;77445;unknown;unknown;unknown;5
470675;1073314-1092857;2019-03-07T17:57:23+01:00;2019-03-07T22:46:02+01:00;Groslay;rail;2;652683;6876237;43133;48.984323246836546, 2.3535315564300983;Groslay;95288;unknown;unknown;unknown;4
470645;1073201-1098022;2019-03-07T17:56:05+01:00;2019-03-07T22:46:02+01:00;Liancourt-Saint-Pierre;rail;2;620259;6902884;411342;49.220682455227106, 1.9055378880764202;Liancourt-Saint-Pierre;60361;unknown;unknown;unknown;
470862;1074002-1085425;2019-03-07T18:05:37+01:00;2019-03-07T22:46:02+01:00;Châteaudun;rail;3;576270;6776109;411443;48.073642900893724, 1.3385357340499817;Châteaudun;28088;unknown;unknown;unknown;
470871;1074040-1119870;2019-03-07T18:06:03+01:00;2019-03-07T22:46:02+01:00;Vanves - Malakoff;rail;1;647988;6857786;43214;48.81804020797177, 2.29165075811834;Vanves;92075;unknown;unknown;unknown;2
470832;1073887-1119599;2019-03-07T18:04:16+01:00;2019-03-07T22:46:02+01:00;Étigny - Véron;rail;2BIS;721584;6781953;411455;48.137587115394844, 3.290162948017081;Étigny;89160;unknown;unknown;unknown;
470834;1073895-1091697;2019-03-07T18:04:20+01:00;2019-03-07T22:46:02+01:00;Fontenay-le-Fleury;rail;1;629556;6856773;47884;48.80717989239162, 2.0408151681959175;Fontenay-le-Fleury;78242;unknown;unknown;unknown;5
470807;1073800-1119817;2019-03-07T18:03:00+01:00;2019-03-07T22:46:02+01:00;Plaisir - Grignon;rail;C;622520;6859615;47885;48.83193013185835, 1.944504709975618;Plaisir;78490;unknown;unknown;unknown;5
470813;1073824-1119572;2019-03-07T18:03:19+01:00;2019-03-07T22:46:02+01:00;Ermont - Eaubonne;rail;2;646732;6875869;47898;48.9805486192015, 2.2722767097125476;Eaubonne;95203;unknown;unknown;unknown;4
470792;1073747-1119933;2019-03-07T18:02:18+01:00;2019-03-07T22:46:02+01:00;Issy Val de Seine;rail;2;645973;6859184;462357;48.830446820219954, 2.2640326669405666;Issy-les-Moulineaux;92040;unknown;unknown;unknown;2
470796;1073761-1096826;2019-03-07T18:02:30+01:00;2019-03-07T22:46:02+01:00;Pontoise;rail;17;633828;6883357;44411;49.0466767141177, 2.094829408058135;Pontoise;95500;unknown;unknown;unknown;5
470763;1073639-1119929;2019-03-07T18:01:04+01:00;2019-03-07T22:46:02+01:00;Rosny Bois Perrier;rail;A;661946;6864842;42356;48.88247025417138, 2.4811062334413676;Rosny-sous-Bois;93064;unknown;unknown;unknown;3
470634;1073159-1347558;2019-03-07T17:55:39+01:00;2019-03-07T22:46:02+01:00;Saint-Michel Notre-Dame;rail;2;651956;6861695;44877;48.853502022463765, 2.3452467811582327;Paris 5e;75105;unknown;unknown;unknown;1
470610;1073065-1085497;2019-03-07T17:54:41+01:00;2019-03-07T22:46:02+01:00;Auvers-sur-Oise;rail;1;639738;6885942;47918;49.07050045881306, 2.175297174773295;Auvers-sur-Oise;95039;unknown;unknown;unknown;5
470614;1073081-1119742;2019-03-07T17:54:48+01:00;2019-03-07T22:46:02+01:00;Montgeroult - Courcelles;rail;1;627138;6887243;44161;49.08089039293935, 2.002654424725562;Montgeroult;95422;unknown;unknown;unknown;5
